2023-06-16; ; ; 18:28:58.018207; 197 keepalive
2023-06-16; ; ; 18:28:58.018207; 198 keepalive
2023-06-16; 18:28:58.381918; 82 PING; 18:28:58.539148; [199/82] PONG 1
2023-06-16; 18:28:57.732904; 76 PING; 18:28:58.601231; [200/76] PONG 2
2023-06-16; 18:28:59.695165; 83 PING; 18:29:00.643194; [201/83] PONG 1
2023-06-16; 18:29:00.706291; 77 PING; 18:29:01.580156; [202/77] PONG 2
2023-06-16; 18:29:01.502243; 84 PING; 18:29:02.006960; [203/84] PONG 1
2023-06-16; ; ; 18:29:03.034937; 204 keepalive
2023-06-16; ; ; 18:29:03.034937; 205 keepalive
2023-06-16; 18:29:03.860756; 85 PING; 18:29:04.334323; [206/85] PONG 1
2023-06-16; 18:29:03.655826; 78 PING; 18:29:04.555443; [207/78] PONG 2
2023-06-16; 18:29:04.555443; 79 PING; 18:29:05.478200; [208/79] PONG 2
2023-06-16; 18:29:05.761857; 80 PING; 18:29:05.888635; [209/80] PONG 2
2023-06-16; 18:29:05.761857; 86 PING; 18:29:06.264088; [210/86] PONG 1
2023-06-16; ; ; 18:29:08.036813; 211 keepalive
2023-06-16; ; ; 18:29:08.036813; 212 keepalive
2023-06-16; 18:29:07.215924; 87 PING; 18:29:08.227925; [213/87] PONG 1
2023-06-16; 18:29:08.419193; 81 PING; 18:29:08.656265; [214/81] PONG 2
2023-06-16; 18:29:09.164158; 82 PING; 18:29:09.925430; [215/82] PONG 2
2023-06-16; 18:29:09.433930; 88 PING; 18:29:10.450430; [216/88] PONG 1
2023-06-16; 18:29:10.690430; 83 PING; 18:29:10.818437; [217/83] PONG 2
2023-06-16; 18:29:10.818437; 89 PING; 18:29:11.217437; [218/89] PONG 1
2023-06-16; 18:29:11.409430; 90 PING; 18:29:11.552430; [219/90] PONG 1
2023-06-16; 18:29:12.731175; 91 PING; (проигнорировано)
2023-06-16; ; ; 18:29:13.043961; 220 keepalive
2023-06-16; ; ; 18:29:13.043961; 221 keepalive
2023-06-16; 18:29:13.075961; 84 PING; 18:29:13.267118; [222/84] PONG 2
2023-06-16; 18:29:13.707866; 92 PING; 18:29:14.560769; [223/92] PONG 1
2023-06-16; 18:29:14.971836; 93 PING; 18:29:15.967787; [224/93] PONG 1
2023-06-16; 18:29:16.221766; 94 PING; 18:29:16.726764; [225/94] PONG 1
2023-06-16; 18:29:16.015791; 85 PING; 18:29:16.774777; [226/85] PONG 2
2023-06-16; 18:29:16.774777; 86 PING; 18:29:17.300764; [227/86] PONG 2
2023-06-16; ; ; 18:29:18.064783; 228 keepalive
2023-06-16; ; ; 18:29:18.064783; 229 keepalive
2023-06-16; 18:29:17.665856; 87 PING; 18:29:18.095789; [230/87] PONG 2
2023-06-16; 18:29:18.255155; 95 PING; 18:29:18.845154; [231/95] PONG 1
2023-06-16; 18:29:19.656585; 88 PING; 18:29:20.532755; [232/88] PONG 2
2023-06-16; 18:29:20.436756; 96 PING; 18:29:21.141107; [233/96] PONG 1
2023-06-16; 18:29:21.204107; 97 PING; 18:29:21.997991; [234/97] PONG 1
2023-06-16; 18:29:21.553800; 89 PING; 18:29:22.349997; [235/89] PONG 2
2023-06-16; ; ; 18:29:23.079796; 236 keepalive
2023-06-16; ; ; 18:29:23.079796; 237 keepalive
2023-06-16; 18:29:23.556955; 98 PING; 18:29:24.271933; [238/98] PONG 1
2023-06-16; 18:29:24.303932; 90 PING; 18:29:24.511925; [239/90] PONG 2
2023-06-16; 18:29:24.780083; 91 PING; 18:29:25.266795; [240/91] PONG 2
2023-06-16; 18:29:26.023963; 99 PING; 18:29:26.276922; [241/99] PONG 1
2023-06-16; 18:29:26.465921; 92 PING; 18:29:26.784800; [242/92] PONG 2
2023-06-16; 18:29:27.068190; 93 PING; 18:29:27.274416; [243/93] PONG 2
2023-06-16; 18:29:27.462372; 100 PING; 18:29:27.891448; [244/100] PONG 1
2023-06-16; ; ; 18:29:28.082397; 245 keepalive
2023-06-16; ; ; 18:29:28.082397; 246 keepalive
2023-06-16; 18:29:27.891448; 101 PING; 18:29:28.145769; [247/101] PONG 1
2023-06-16; 18:29:28.557158; 102 PING; 18:29:29.047696; [248/102] PONG 1
2023-06-16; 18:29:28.983690; 94 PING; 18:29:29.235734; [249/94] PONG 2
2023-06-16; 18:29:30.238802; 103 PING; 18:29:30.695629; [250/103] PONG 1
2023-06-16; 18:29:31.090809; 104 PING; 18:29:31.832930; [251/104] PONG 1
2023-06-16; 18:29:31.832930; 105 PING; 18:29:32.054157; [252/105] PONG 1
2023-06-16; 18:29:31.896936; 95 PING; 18:29:32.164799; [253/95] PONG 2
2023-06-16; ; ; 18:29:33.074961; 254 keepalive
2023-06-16; ; ; 18:29:33.074961; 255 keepalive
2023-06-16; 18:29:33.011018; 96 PING; 18:29:33.171066; [256/96] PONG 2
2023-06-16; 18:29:33.897931; 97 PING; 18:29:33.993969; [257/97] PONG 2
2023-06-16; 18:29:33.993969; 106 PING; 18:29:34.788199; [258/106] PONG 1
